"business_id","name","neighborhood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes","categories","hours"
"F6_tDVPCHGEuGx0--n_Asg","The Olive Salon","","10201 N Scottsdale Rd, Ste 34","Scottsdale","AZ","85258","33.5787209","-111.9257619","4.0","18","0","{""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false},""HairSpecializesIn"":{""coloring"":true,""africanamerican"":false,""curly"":true,""perms"":false,""kids"":true,""extensions"":true,""asian"":true,""straightperms"":false},""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":2,""BikeParking"":true,""GoodForKids"":true,""ByAppointmentOnly"":true,""WheelchairAccessible"":true}","[""Hair Salons"",""Nail Salons"",""Beauty & Spas""]","{""Monday"":""9:00-18:00"",""Tuesday"":""9:00-20:00"",""Friday"":""9:00-18:00"",""Wednesday"":""9:00-18:00"",""Thursday"":""9:30-21:00"",""Saturday"":""9:00-17:00""}"
"6tl_UiTs8uqZO3iSfdMZmA","Deemos American Grill","","2501 E Camelback Rd, Ste 30","Phoenix","AZ","85016","33.5080183","-112.0270172","2.0","20","0","{""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":false,""breakfast"":false,""brunch"":false},""BusinessParking"":{""garage"":true,""street"":false,""validated"":false,""lot"":false,""valet"":false},""RestaurantsGoodForGroups"":true,""RestaurantsDelivery"":false,""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":true,""BYOB"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":2,""RestaurantsTableService"":true,""Corkage"":false,""RestaurantsTakeOut"":true,""BYOBCorkage"":""yes_free"",""GoodForKids"":false,""WheelchairAccessible"":true,""Alcohol"":""full_bar""}","[""Restaurants"",""American (Traditional)""]","{}"
"ZFhToWN998div0sU0vFLyA","Lupita's Mexican Restaurant","","13915 N Dysart Rd","El Mirage","AZ","85335","33.610405","-112.340639","3.5","20","1","{""RestaurantsTableService"":true,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":true,""breakfast"":false,""brunch"":false},""Alcohol"":""beer_and_wine"",""Caters"":false,""HasTV"":true,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""quiet"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsTakeOut"":true,""GoodForKids"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""Restaurants"",""Mexican""]","{}"
"oi_jhCtPLj6NULrCe_JllA","Elmer's Tacos","","355 N Arizona Ave","Chandler","AZ","85225","33.3089552","-111.8411036","4.0","262","1","{""Alcohol"":""none"",""HasTV"":false,""NoiseLevel"":""average"",""RestaurantsAttire"":""casual"",""BusinessAcceptsCreditCards"":true,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsGoodForGroups"":true,""BYOBCorkage"":""no"",""Caters"":true,""WiFi"":""no"",""RestaurantsReservations"":false,""BusinessAcceptsBitcoin"":false,""RestaurantsTableService"":false,""RestaurantsTakeOut"":true,""GoodForKids"":true,""WheelchairAccessible"":true,""DogsAllowed"":false,""BikeParking"":true,""OutdoorSeating"":true,""RestaurantsPriceRange2"":1,""RestaurantsDelivery"":true,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":true,""breakfast"":false,""brunch"":false},""BusinessParking"":{""garage"":false,""street"":true,""validated"":false,""lot"":true,""valet"":false}}","[""Restaurants"",""Mexican""]","{""Monday"":""7:30-21:00"",""Tuesday"":""7:30-21:00"",""Friday"":""7:30-21:00"",""Wednesday"":""7:30-21:00"",""Thursday"":""7:30-21:00"",""Sunday"":""8:00-21:00"",""Saturday"":""7:30-21:00""}"
"gvp4HXkcdlqkLZd83qxZpg","Rudy's Subs McMurray","","110 W McMurray Rd","McMurray","PA","15317","40.2738736","-80.1281179","4.0","17","1","{""RestaurantsTableService"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":false,""breakfast"":false,""brunch"":false},""DogsAllowed"":false,""Alcohol"":""none"",""Caters"":true,""HasTV"":true,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""free"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":false,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsTakeOut"":true,""GoodForKids"":true,""WheelchairAccessible"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""Sandwiches"",""Restaurants""]","{""Monday"":""10:30-20:00"",""Tuesday"":""10:30-20:00"",""Friday"":""10:30-20:00"",""Wednesday"":""10:30-20:00"",""Thursday"":""10:30-20:00"",""Sunday"":""11:00-19:00"",""Saturday"":""10:30-20:00""}"
"GQCmcU4aD6GEq7Eo7pKqUg","Wendy's","Southeast","7355 S Eastern Ave","Las Vegas","NV","89123","36.056","-115.118716","3.0","28","1","{""RestaurantsTableService"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":false,""breakfast"":false,""brunch"":false},""Alcohol"":""none"",""Caters"":false,""HasTV"":true,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""free"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsTakeOut"":true,""GoodForKids"":true,""DriveThru"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""Fast Food"",""Restaurants"",""Burgers""]","{}"
"EyoTq9dd4oKXhXND_imOzA","Sweet Poké","University","4680 S Maryland Pkwy, Ste 300","Las Vegas","NV","89119","36.104435","-115.1367851","5.0","34","1","{""Alcohol"":""none"",""HasTV"":false,""NoiseLevel"":""average"",""RestaurantsAttire"":""casual"",""BusinessAcceptsCreditCards"":true,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":true,""upscale"":false,""casual"":true},""RestaurantsGoodForGroups"":true,""Caters"":true,""WiFi"":""free"",""RestaurantsReservations"":false,""BusinessAcceptsBitcoin"":false,""RestaurantsTableService"":false,""RestaurantsTakeOut"":true,""GoodForKids"":true,""WheelchairAccessible"":true,""DogsAllowed"":false,""BikeParking"":false,""OutdoorSeating"":false,""RestaurantsPriceRange2"":2,""RestaurantsDelivery"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":false,""breakfast"":false,""brunch"":false},""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""Hawaiian"",""Asian Fusion"",""Sushi Bars"",""Restaurants""]","{""Monday"":""11:00-21:00"",""Tuesday"":""11:00-21:00"",""Friday"":""11:00-21:00"",""Wednesday"":""11:00-21:00"",""Thursday"":""11:00-21:00"",""Sunday"":""11:00-21:00"",""Saturday"":""11:00-21:00""}"
"fepCIbejv-Kxs6SE6u-_uA","Morton's The Steakhouse","","227 W Trade St","Charlotte","NC","28202","35.2285596703","-80.8452783837","4.0","93","1","{""Alcohol"":""full_bar"",""HasTV"":true,""NoiseLevel"":""average"",""RestaurantsAttire"":""dressy"",""BusinessAcceptsCreditCards"":true,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":true,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":true,""casual"":false},""RestaurantsGoodForGroups"":true,""BYOBCorkage"":""no"",""Caters"":true,""WiFi"":""free"",""RestaurantsReservations"":true,""BYOB"":false,""RestaurantsTableService"":true,""RestaurantsTakeOut"":false,""GoodForKids"":false,""WheelchairAccessible"":true,""BikeParking"":true,""OutdoorSeating"":false,""RestaurantsPriceRange2"":4,""RestaurantsDelivery"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":true,""breakfast"":false,""brunch"":false},""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":true}}","[""American (Traditional)"",""Steakhouses"",""Restaurants""]","{""Monday"":""17:30-22:00"",""Tuesday"":""17:30-22:00"",""Friday"":""17:30-23:00"",""Wednesday"":""17:30-22:00"",""Thursday"":""17:30-22:00"",""Sunday"":""17:00-22:00"",""Saturday"":""17:30-23:00""}"
"wA2xaBsT8d2opW_jYe1XLA","Danny's Pizza","","4851 Clairton Blvd","Pittsburgh","PA","15236","40.3500069","-79.9763367","4.0","16","1","{""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":true,""breakfast"":false,""brunch"":false},""Alcohol"":""none"",""Caters"":false,""HasTV"":false,""RestaurantsGoodForGroups"":false,""NoiseLevel"":""quiet"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":true,""RestaurantsTableService"":false,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":true,""GoodForKids"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""Pizza"",""Restaurants""]","{}"
"0yUeVtDItnweZjs6cxP18Q","Del Taco","","900 S Val Vista Dr","Gilbert","AZ","85296","33.3338332","-111.756205","3.0","10","1","{""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":false,""breakfast"":false,""brunch"":false},""HasTV"":false,""RestaurantsGoodForGroups"":true,""WiFi"":""free"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":true,""GoodForKids"":true,""DriveThru"":true}","[""Restaurants"",""Fast Food""]","{}"
"sr-fiRBfkx6wMGvSueg6uQ","Sonic Drive-In","","444 W Ray Rd","Chandler","AZ","85225","33.3211757","-111.8470985","3.0","18","1","{""RestaurantsTableService"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":false,""breakfast"":false,""brunch"":false},""Alcohol"":""none"",""Caters"":false,""HasTV"":false,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":true,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""WheelchairAccessible"":true,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":true,""GoodForKids"":true,""DriveThru"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""Restaurants"",""Fast Food""]","{}"
"lzAD5HX6sOona4Esc_lzKQ","Burger King","","8581 Concord Mills Blvd","Concord","NC","28027","35.3731896","-80.7249592","2.0","15","1","{""RestaurantsTableService"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":false,""breakfast"":true,""brunch"":false},""Alcohol"":""none"",""Caters"":false,""HasTV"":false,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""quiet"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsTakeOut"":true,""GoodForKids"":true,""DriveThru"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":false}}","[""Restaurants"",""Fast Food"",""Burgers""]","{""Monday"":""6:00-0:00"",""Tuesday"":""6:00-0:00"",""Friday"":""6:00-0:00"",""Wednesday"":""6:00-0:00"",""Thursday"":""6:00-2:00"",""Sunday"":""6:00-0:00"",""Saturday"":""6:00-0:00""}"
"KVwflracbADEUzLn1wTEKg","Jack In the Box","","290 S Boulder Hwy","Henderson","NV","89015","36.036819","-114.977853","2.5","17","1","{""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":false,""breakfast"":true,""brunch"":false},""Alcohol"":""none"",""Caters"":false,""HasTV"":false,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":true,""RestaurantsTableService"":false,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":true,""GoodForKids"":true,""DriveThru"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":false}}","[""Restaurants"",""Fast Food""]","{}"
"6nbPXEjmBnDtsgM_YNwGjw","Island Flavor ","Southeast","8846 S Eastern Ave, Ste 102","Las Vegas","NV","89123","36.0284419","-115.1178336","4.5","192","1","{""RestaurantsTableService"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":true,""dinner"":true,""breakfast"":false,""brunch"":true},""Alcohol"":""none"",""Caters"":true,""HasTV"":false,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":2,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsTakeOut"":true,""GoodForKids"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""Hawaiian"",""Restaurants""]","{""Monday"":""10:00-21:00"",""Tuesday"":""10:00-21:00"",""Friday"":""10:00-21:00"",""Wednesday"":""10:00-21:00"",""Thursday"":""10:00-21:00"",""Sunday"":""10:00-16:00"",""Saturday"":""10:00-21:00""}"
"o0aGMe0ukXSJgd4QefM6cQ","Red Lobster","Eastside","2325 E Flamingo Rd","Las Vegas","NV","89119","36.1142847","-115.120488","3.5","123","1","{""RestaurantsTableService"":true,""GoodForMeal"":{""dessert"":true,""latenight"":false,""lunch"":true,""dinner"":true,""breakfast"":false,""brunch"":false},""Alcohol"":""full_bar"",""Caters"":false,""HasTV"":true,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":true,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":2,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsTakeOut"":true,""GoodForKids"":true,""WheelchairAccessible"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":true,""valet"":false}}","[""American (Traditional)"",""Seafood"",""Restaurants""]","{""Monday"":""11:00-22:00"",""Tuesday"":""11:00-22:00"",""Friday"":""11:00-23:00"",""Wednesday"":""11:00-22:00"",""Thursday"":""11:00-22:00"",""Sunday"":""11:00-22:00"",""Saturday"":""11:00-23:00""}"
"a2698NpyLhMGrsRh3iH6QA","Kristi Henigar at French Method Salon","","2441 E Indian School Rd, Ste 100","Phoenix","AZ","85016","33.5102491","-112.0109414","5.0","13","1","{""BusinessParking"":{""garage"":false,""street"":true,""validated"":false,""lot"":true,""valet"":false},""HairSpecializesIn"":{""coloring"":true,""africanamerican"":false,""curly"":true,""perms"":true,""kids"":true,""extensions"":false,""asian"":true,""straightperms"":false},""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":2,""GoodForKids"":true,""ByAppointmentOnly"":true,""WheelchairAccessible"":true}","[""Hair Salons"",""Hair Stylists"",""Makeup Artists"",""Beauty & Spas""]","{""Tuesday"":""10:00-19:00"",""Friday"":""10:00-19:00"",""Wednesday"":""10:00-19:00"",""Thursday"":""10:00-19:00"",""Saturday"":""10:00-18:00""}"
"YcGHCoSkl2PLKsHQCiu0HA","Rodolfo's Mexican Grill","Southeast","9111 Las Vegas Blvd S","Las Vegas","NV","89123","36.024326388","-115.172925889","4.5","41","1","{""RestaurantsTableService"":false,""GoodForMeal"":{""dessert"":false,""latenight"":true,""lunch"":true,""dinner"":false,""breakfast"":false,""brunch"":true},""Alcohol"":""none"",""Caters"":false,""HasTV"":false,""RestaurantsGoodForGroups"":false,""NoiseLevel"":""average"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":true,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":true,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":true},""RestaurantsTakeOut"":true,""GoodForKids"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":false}}","[""Mexican"",""Restaurants""]","{}"
"AY-cjPhLC-bklFK0VnVESA","Baja Fresh","","3450 W Chandler Blvd","Chandler","AZ","85226","33.3070370971","-111.899159204","2.0","9","0","{""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":false,""breakfast"":false,""brunch"":false},""Alcohol"":""none"",""RestaurantsGoodForGroups"":true,""NoiseLevel"":""quiet"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":true,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""RestaurantsTableService"":false,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":true,""GoodForKids"":true,""WheelchairAccessible"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":false}}","[""American (New)"",""Restaurants""]","{}"
"VdQE1qjtEMVAkRGfTfj5-A","Seamless Afterhours","","4740 S Arville St","Las Vegas","NV","89103","36.1038196","-115.1992223","3.0","16","0","{""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":true},""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":4,""Music"":{""dj"":true,""background_music"":false,""no_music"":false,""karaoke"":false,""live"":false,""video"":false,""jukebox"":false},""Smoking"":""yes"",""BestNights"":{""monday"":true,""tuesday"":false,""friday"":false,""wednesday"":true,""thursday"":false,""sunday"":true,""saturday"":false},""RestaurantsGoodForGroups"":true,""HappyHour"":false,""WheelchairAccessible"":true,""Alcohol"":""full_bar""}","[""Dance Clubs"",""Adult Entertainment"",""Nightlife""]","{}"
"rgg8WrhcqxXecU58BPCoqQ","Wendy's","","270 Carowinds Blvd","Fort Mill","SC","29708","35.0957476278","-80.9361884981","2.0","18","1","{""RestaurantsTableService"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":false,""breakfast"":false,""brunch"":false},""Alcohol"":""none"",""Caters"":false,""HasTV"":false,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""WiFi"":""no"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":false,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":true,""GoodForKids"":true,""DriveThru"":true,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":false}}","[""Restaurants"",""Burgers"",""Fast Food""]","{""Monday"":""10:00-3:00"",""Tuesday"":""10:00-3:00"",""Friday"":""10:00-3:00"",""Wednesday"":""10:00-3:00"",""Thursday"":""10:00-3:00"",""Sunday"":""10:00-3:00"",""Saturday"":""10:00-3:00""}"
"dU8uU5gfVJDDEsGHfSOB5A","Dana Winn Trims","","5010 E Shea Bvld, Ste D-201","Scottsdale","AZ","85254","33.5828079121","-111.972695142","5.0","14","0","{""BusinessParking"":{""garage"":false,""street"":true,""validated"":false,""lot"":false,""valet"":false},""HairSpecializesIn"":{""coloring"":false,""africanamerican"":false,""curly"":false,""perms"":false,""kids"":true,""extensions"":false,""asian"":false,""straightperms"":false},""BusinessAcceptsCreditCards"":false,""RestaurantsPriceRange2"":1,""GoodForKids"":true,""ByAppointmentOnly"":true}","[""Beauty & Spas"",""Hair Salons""]","{}"
"NQoGxONQIBEJR2iXL-xaQQ","Marco's Pizza","Northwest","4770 W Ann Rd, Ste 6","Las Vegas","NV","89031","36.2620322","-115.2067358","3.5","25","1","{""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":false,""breakfast"":false,""brunch"":false},""Alcohol"":""none"",""HasTV"":true,""RestaurantsGoodForGroups"":true,""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":false,""RestaurantsDelivery"":true,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":true,""GoodForKids"":true,""RestaurantsTableService"":false}","[""Restaurants"",""Pizza""]","{""Monday"":""10:00-23:00"",""Tuesday"":""10:00-23:00"",""Friday"":""10:00-0:00"",""Wednesday"":""10:00-23:00"",""Thursday"":""10:00-23:00"",""Sunday"":""10:00-23:00"",""Saturday"":""10:00-0:00""}"
"V1Dj3LL4kqf-nORQhlsAaA","Which Wich","Uptown","101 S Tryon St, Ste 18","Charlotte","NC","28202","35.2261594246","-80.8426354485","3.5","7","1","{""RestaurantsTableService"":false,""GoodForMeal"":{""dessert"":false,""latenight"":false,""lunch"":false,""dinner"":false,""breakfast"":false,""brunch"":false},""Alcohol"":""none"",""HasTV"":false,""RestaurantsGoodForGroups"":true,""NoiseLevel"":""average"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":1,""BikeParking"":false,""RestaurantsDelivery"":false,""Ambience"":{""romantic"":false,""intimate"":false,""classy"":false,""hipster"":false,""divey"":false,""touristy"":false,""trendy"":false,""upscale"":false,""casual"":false},""RestaurantsTakeOut"":true,""GoodForKids"":true,""DriveThru"":false,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":false}}","[""Restaurants"",""Sandwiches"",""Fast Food""]","{""Friday"":""10:00-16:00"",""Tuesday"":""10:00-16:00"",""Thursday"":""10:00-16:00"",""Wednesday"":""10:00-16:00"",""Monday"":""10:00-16:00""}"
"mrnUt3IdLRf4j8WeeGGbpw","Starbucks","University","4780 S Maryland Pkwy","Las Vegas","NV","89119","36.1030529","-115.1365897","3.0","64","1","{""BusinessParking"":{""garage"":false,""street"":true,""validated"":false,""lot"":false,""valet"":false},""Caters"":false,""WiFi"":""free"",""OutdoorSeating"":true,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":2,""BikeParking"":true,""RestaurantsTakeOut"":true,""WheelchairAccessible"":true}","[""Food"",""Coffee & Tea""]","{""Monday"":""5:00-21:00"",""Tuesday"":""5:00-21:00"",""Friday"":""5:00-21:00"",""Wednesday"":""5:00-21:00"",""Thursday"":""5:00-21:00"",""Sunday"":""5:30-21:00"",""Saturday"":""5:30-21:00""}"
"qqJkYCUIzGvmtOVtnxznfw","Pizza Hut","Northwest","7450 W. Cheyenne Ave, #102","Las Vegas","NV","89129","36.2190682","-115.2591191","1.0","11","1","{""RestaurantsTableService"":false,""Alcohol"":""none"",""Caters"":false,""HasTV"":false,""RestaurantsGoodForGroups"":false,""NoiseLevel"":""average"",""RestaurantsAttire"":""casual"",""RestaurantsReservations"":false,""OutdoorSeating"":false,""BusinessAcceptsCreditCards"":true,""RestaurantsPriceRange2"":2,""BikeParking"":false,""RestaurantsDelivery"":true,""RestaurantsTakeOut"":true,""GoodForKids"":false,""WheelchairAccessible"":false,""BusinessParking"":{""garage"":false,""street"":false,""validated"":false,""lot"":false,""valet"":false}}","[""Pizza"",""Restaurants""]","{""Monday"":""11:00-23:00"",""Tuesday"":""11:00-23:00"",""Friday"":""11:00-0:00"",""Wednesday"":""11:00-23:00"",""Thursday"":""11:00-23:00"",""Sunday"":""10:00-23:00"",""Saturday"":""10:00-0:00""}"
