"average_stars","compliment_cool","compliment_cute","compliment_funny","compliment_hot","compliment_list","compliment_more","compliment_note","compliment_photos","compliment_plain","compliment_profile","compliment_writer","cool","elite","fans","friends","funny","name","review_count","useful","user_id","yelping_since"
"4.67","0","0","0","0","0","0","0","0","0","0","0","0","[]","0","[""rsSAWInltzYtwwHrKD05Wg"",""SpvfOCtsj_3IM13veH8ukg"",""mgVjPGgnFAurYgp5gdQkDQ"",""WF8kHySS-fBPROi7BQknvg"",""-EIMGx-qK1C_rOCytNswUQ"",""QspS5bYWbZbW3l6rojXgNA"",""CVHGjL2hx-EsAvnTHJayYQ"",""i4sJL6BrD3Vo7OVQOzek3w"",""CWLkRQ0jjL5_DCzBcbKp4g"",""TeP1CYCLiGDiZ0SplCWJFg"",""jgFR6m0pP8sSHvW7yTUX6Q"",""NN6wHX5eykPB4OisGCPJsw"",""NYGpxIideZs43dzfMSXn_w"",""79D7HDjpw0iZq6iu52vsSg"",""WKIHo_r-vky8foJo9FRQ-w"",""x9aAY17NpAysA_kBk6R2Fw"",""pmOAOjeUVfnBf1sWM5GNPQ""]","0","Kj","42","1","O1VzSavrxsZsHHwDtf3sPA","2014-05-04"
"3.72","41","1","41","26","0","5","10","30","24","2","17","161","[2017,2016,2014,2015]","47","[""ACwN_B8nl4yJ4FlqCGR9yg"",""c7KRpENpwni-RfjRNrYfRA"",""aK_IdNCJUdk2haKC3GuM_Q"",""JQIZhoQB-Tg9hdBEj90m4g"",""3l2eXQ1b3cZHpOluetneDg"",""EoDVa1xeOQVzfVSeCJZPbg"",""lQMPY34fKGIZvcgnRyl6lA"",""f6IzT6Fm0cO7J-pGdKFVzQ"",""01sNxU3eAqEG2ooDCor00Q"",""iYpP1bb2LN5RJaucO4Azlg"",""6w6pXL1N1q9RkmG6b4Su6g"",""9ks-80ZxeCZWNObzEbW4-Q"",""a3-bvUbIUA38TkpyIOHSAQ"",""D43OWyfzIQjL8feJpYh2SQ"",""9ZXaiRPUbjBscTY5F2Kf_A"",""8XKSiMpMxgdwI3qjuqmXFg"",""r52bugu98l77gdqTnIJ2oQ"",""rSwiA7uSKAcsvrlantfStQ"",""FLRFu12cM2fxSTnrad5YKg"",""NCRGj36ihdwX-VUCYEX41g"",""uERlyO-ASZag6XXouCrkhg"",""kbJeRTki8F984KdOlibxzA"",""rKdGiLfeE55TClso9GtjsA"",""ELicsD5Y8wG4mXJlMpNIRQ"",""jgpgVc8Xb_jpvdZtjalnkw"",""IGBilULpgNHfKitLfrs7Hw"",""6hv2wt4QF6alVErHCvACrA"",""sm_6b3wfMLBdTJSNkPlQBA"",""oG9VFtr_ye8v2tDnS3NOYw"",""IzKc0jBJnmEbmOA9F5VyDA"",""lzr7VA0h_YTYEY-mkK1eZg"",""4zGUfXRDgbLktXsYf0sHjQ"",""JYcCYNWs8Ul6ewG5kCYW4Q"",""Y3PQ5P_R7jcgiIS_1dIv-w"",""1vMmzy_K5sdoK9P-mNFJXA"",""lyfYBqtDGJJ1c98pfLUcLQ"",""8hbMyONy7kQEVosswobVtQ"",""7Q6nBHl6NJ9gbJ900FkkAg"",""jZpoFbAI6dr-yMTtAleA3Q"",""deL6e_z9xqZTIODKqnvRXQ"",""tH0uKD-vNwMoEc3Xk3Cbdg""]","186","Geselle","334","371","wxQCLMnuVYbdtmQCc2ryZg","2013-06-24"
"4.71","1","0","1","0","0","0","0","0","0","0","0","1","[]","0","[""uYN2PRzhZhB-141BUZFo-A"",""kEirpXM-s2KvLQBCA5INhQ"",""f53SDhSYWNaNFYDt0rJliQ"",""GjsWMVjItItrIpTz0Kg5xQ"",""VFWymyNU_Bp8VCl9_RD8og"",""b2ohDYFWsQ0u9rSEl6aEwA"",""3nQhbB-PmzT8cSoAiOsh6g"",""gmgQ4HnzCKeZpAa_gk0MQA"",""lFv5gwk23DZbLiC3vF3Rag"",""u0aFzHN2GzAq2czVKcDmqg"",""JAns7Antstdkbu5RvR8f7w"",""ngpmTsCkBBowZQrOPh85SQ"",""0lReNbX2XAoxAc00zrbiOg"",""tzVWiWuQwykf0VkAun12Mw"",""kEBTgDvFX754S68FllfCaA"",""o8jKQZFe8GSuShgcrrG11A""]","2","Regina","7","4","gd0x2IwaatQIn5I_MjkQtw","2009-08-07"
"3.61","11","0","11","6","0","6","5","2","15","5","7","36","[2012,2016,2014,2015,2013]","28","[""8SgjU2fID9VqKQooFt1DIQ"",""7Irxcum16W9yncpU_Wxxeg"",""pDfc2RILCn6ZwZjyUAeD4w"",""qZB8BZ2ZzMF0VfIGhttu7w"",""N9-g3smuvqZo2ZDuE-2fYw"",""Z8_5Q8mXe4shEUWROczSyg"",""o2FbUvgG9MJIxYo8SIH7dg"",""sWUedVDKLgnXIKBi_JfABA"",""5FAD2Yq7DLBQ_-ef1iDA-A"",""z908ldotiE_K0-gJv0qk8Q"",""9IdTONbhKPkVp5Max20_iQ"",""1DUI0bEKhF_Z3qFXDC545w"",""eBytDMXhIcjfcCfXgL4pgQ"",""F78tJHr0qW6FsYBtWMmLpA"",""1YpTEenQdfTzTKwrkkNxfA"",""2D2bPTst5z5BdaHTdYTA-Q"",""IiKALatokCInKNMfGHlc8A"",""Ov-0pRQxz5fTTElFE-WtTQ"",""hLEHl-Os4da7lpjDymTunQ""]","137","Erick","235","548","ZQsculZs_WMVFnBGQee1EQ","2010-03-04"
"4.06","13","0","13","4","1","6","8","0","9","0","9","48","[2015]","16","[""-FZBTkAZEXoP7CYvRV2ZwQ"",""oW2bCSJ5bIHyRnoZvkHwDg"",""GxGNAXumenO5lpzjYe3aLQ"",""HFECrzYDpgbS5EmTBtj2zQ"",""c4K55UM0pZvreFSSQUjWxQ"",""DfT00CYynx9wX4qG4f5hPA"",""aYM006S1U0VwX9ZTjR3KQg"",""7SUXr3dr1hnclTNoph-QjA"",""PLOYtrCMUFPHQe2IbYAd5g"",""xtnxQ-61hHrkYZ3fa8OCAg"",""fgwI3rYHOv1ipfVfCSx7pg"",""K73tPv89_EWRs_oo8HBn7Q"",""z8wN6EQuw_JF-zTjcNgsLw"",""W63to4VnKWKXN4_wIlAIHA"",""kmE8w5Y785eZmodsx0V6Ag"",""hpw7UrWf51aaWKbaGGJ2hA"",""MeDuKsZcnI3IU2g7OlV-hQ"",""pJuPsmgCNDKknUVis5coog"",""sGYrxVCEJGGBArWI1LUgxQ""]","39","Saralee","214","80","ID7ccpPgEZ-BdqO0lSFqnQ","2010-07-10"
"3.66","18","0","18","8","0","0","4","6","14","0","5","803","[2015,2016]","25","[""8R-yPVsE2bHDrY6xORQ5-A"",""8SgjU2fID9VqKQooFt1DIQ"",""A0j21z2Q1HGic7jW6e9h7A"",""v8QnvfWXCf4651Bxg2vvIw"",""I_hZOak13ydnfXV1nJPDTg"",""-FZBTkAZEXoP7CYvRV2ZwQ"",""wTfb2nfzPIyFcYQArdPtuQ"",""7fTA5r1CwrHAhk98a3xRMA"",""CkM9FtxelvahpE9StyON3A"",""qCzx039NVrJkWnZEqQ1JKA"",""lmtrtjMJwhIvrU8xk-RUfg"",""siFdYx9laPeSA4JRIMYdcg"",""oaaEXgQ3x51cXE3GTXrT1Q"",""ZbeknMQQmKosOCRhu9utHg"",""ISNbZn_lBKP7w1aGGaVyvw"",""5NDk-q5mv8PIDvz83HwMVg"",""gctpnYIeTYyR4rxVGHeXkQ"",""O_GWZZfQx7qv-n-CN7hsIA"",""SCo1UBoeN3bhRMkSYuiX1A"",""lJaMhVl641JJhTZhR3s_EQ"",""gH3JDpHQfVcMEGaAaCJPjA"",""CwLEKnnODT2zSpqzsLojFw"",""8ifOe57JHVEIzmTRt-0VuQ"",""i08JAic75yXlq4r2iiN4Iw"",""BqE21d_vGACZFU2U8dCRSw"",""VSJkFi3shhVSaDy9HCa3gA"",""tJfV-r8EuxsTSOReSdCvEw"",""2HxTu3py1Dc65N-3PYhhEA"",""CXVMRsnbuuNKetMy_gAyBw"",""3uPAF2-YwiTUN5NvVH6pIQ"",""1uVmN3vSvxCrxijXFwtIrA"",""wrbrLjAgupNnS8FaTM1HVA"",""-Biq3Dt8YhkRJEO_ITrvww"",""JIwC3kbp3138sEggPk27uA"",""u0JoB0Vm1ZhwF8nysxPnfg"",""djP46l4v0TQTqhLa-ZB1xw"",""pIrbS8OjmgsT2-NAIt3oZg"",""IXSTfBSe56Z0RvYg4Cfn2w"",""D9patliQtlm646P_fyiCaw"",""LzVmhpkJbKKjBb2ja43UDw"",""Rzf35jKV8e8EJdssrae_AA""]","471","Alberto","150","1098","N8M8KBiVwRRwY8DsjPVIvg","2013-12-24"
"3.4","18","3","18","13","0","1","12","2","21","3","13","43","[2013,2011,2012]","22","[""Mln71x70ZKNA7EDxtK9EpQ"",""DTEa4cIRdr6T4jaIw1xubg"",""10IUU20u96o-EIG-g7cRZw"",""oabpSHqwvgMVaJh9olFF3g"",""o5STsEtfvD1Ig0J7Z-1uxA"",""B_Via1bKGdvbxcOfd988EQ"",""o22x7tpqwrTPIDUpnrR4lg"",""m5cBT7OYfn0HM0d-RCsdZQ"",""8_Hs9Bh5tgFdc_1ycxHChg"",""sMp6NwrPyE8zjPLOdjuzqw"",""hYWwocw-J4KdyGLrUlOYXA"",""djxnI8Ux8ZYQJhiOQkrRhA"",""x9DRvDktxccwvZemaOMgZA"",""4wqKW7A9-7TfEzGClFT3_g"",""veYx6H1fEr99NFfg_jdPqA"",""QEQYldM0S2uvjhbjJAuH3w"",""M271Ac7UKVaQ9U5AOvc_9A"",""3mNz5nQFTIBQm0oU5mBR0w"",""1orfwtwIaqCbLgfs3W1i6Q"",""Af33NzmZ2TGpwEKFxUlrlQ"",""sBswn4u5KkmMyWVCV8mTrA"",""3iVGRQ8l5TV_kiEUOJicsw"",""WT-aoKxcDePQrwqnI2aWBA"",""lhKHdK38TFdXey00JZ_f0A"",""nmdkHL2JKFx55T3nq5VziA"",""7wS68ArAYnc7BY2DGxaLLQ"",""47HGPFwrPYlE5no5olFztQ"",""PYRhpR-0x1tftnOXf4wwpQ"",""PmSiLNtQK3zRNeGqh5pKlQ"",""eSlOI3GhroEtcbaD_nFXJQ"",""gUkDo8pakDh_iebYNugEdg"",""GFGRHcL4GYe0fRwWx7tazg"",""4x3x0oGs9gcHCoQpqoI9hw"",""wZMS_PogmM77_9gpUtPL7g"",""eigZw_Tn4TWJPSZ9UO9Auw"",""QVcS-jYAihg0ZYKL5ot5hw"",""jwKsSS7Rl5gvWfnc7XmMaA"",""jgi0iam1b2XEqYAQBP7NRQ"",""d7D4dYzF6THtOx9imf-wPw"",""DZ_5D_HjEDx7RSLAYoWm4A"",""9v-2mNGOU0cmmVawCHhG9g""]","40","Vicky","381","100","tJwfN0zLXc5e8tDqeIzXuQ","2010-09-06"
"3.96","6","0","6","3","0","1","4","8","6","0","7","20","[2016,2017]","11","[""UyKVmpHUcsk_tjcspIWUow"",""U0WU9d6gpMNkO_tPXK58Sg"",""GGTF7hnQi6D5W77_qiKlqg"",""wSByVbwME4MzgkJaFyfvNg"",""QiU-jZSkPvqul2NLGp3_AA"",""nmdkHL2JKFx55T3nq5VziA"",""P14bqC_Ynbp8O3tLePRKSw"",""5CgjjDAic2-FAvCtiHpytA"",""E43QxgV87Ij6KxMCHcijKw"",""ufc6SMa1EA_VOP3Gmmq3gQ"",""JzP5uJjhZb0Vj8J_bn3mOg"",""8JiNjuhu1J45St3mEoQCfg"",""fM_UsuFAYu2TVUqJiYAKsg"",""jfaz1aQqnkbtzQfQyCE8IA""]","12","Jared","249","36","aLqp_fe64ugZFuwMpsXLiw","2014-07-13"
"3.81","0","0","0","0","0","0","0","0","2","0","2","0","[]","3","[""jtM-lajwSwW65wJRaMuFxg"",""wTfb2nfzPIyFcYQArdPtuQ"",""taqw380yqbQiANYsDyiJyg"",""2aaZq0UkoerFg_t1jxX4yA"",""Q2SqwNL1m9Wt7mlOh5NR_Q"",""HO-OEQgDzGq3fOK5sQP5Lg"",""mJLRvqLOKhqEdkgt9iEaCQ"",""qd6Je5m0IhcVkckpiaJ9dg"",""yJ6-mqLr-E8ZxGqzqfGb4A"",""CB3_wA0b4iMzfoRbc9WWxg"",""uG35h72BAMutvXAWdRpqCQ"",""L8NnUSi1eF5NVn_iQbXGYQ"",""oG9VFtr_ye8v2tDnS3NOYw"",""8HyODWHxD1Vmq5O7HeJe-A"",""O_skE4pr0LAxxp6CICJ_vw"",""bLbSNkLggFnqwNNzzq-Ijw"",""PTisctGLvr99X09nUY07Mw"",""l9yY3TdhHpKatL_XK-qKBw"",""5LJAsGHJvLgGLX8s5MvoEQ"",""0gVZ1P_TkOUwwcaYVAScPw"",""CNaaizAUc2c4WIb1M3BBPw"",""p7uRG-6cO-NQc8JQjoqAYg"",""hogU9xd894hVAhzSP_rpvQ"",""gtwM4ijo65AN4DvXdgCu_w"",""QFtoEtBoULkqorUVJ8vo2w"",""5cUVYZlmUCwqlOxBVP15Lw"",""Qq3SJYAfOx6LMqc9rYp5jA"",""ETeO_qVymWvsK8G9rb0Hsg"",""B0BUcq-JK-mbHejgC1bK9g"",""tgfO0Qwn52lTUORy5D9dtw"",""kzRq4H_nSf4b3F_sdymWSw"",""giZgTnDxds-FQLi7nBxsBA"",""cEXj4ehgul6p64XA23oSzw"",""nibW53ZTwlFrZ9Up3Gd-Pw"",""JfgrXOv3zY3QCULBJBDSDQ"",""wNGwwkunIoqoJgizuYzeXw"",""d_01RZufzX-Tt9pCl7TI4g"",""4-mpVxpohwG90RnITvyO2w"",""21KWy-JENq6xVEly5xki0A"",""q5afJ8gTV5TPEOkzyeJ_WQ"",""5u4vq7QR4U_90u1NTOFjkQ""]","1","Christy","31","13","u78hzZ5zaaz0Afht2PdEOA","2011-05-31"
"2.73","24","1","24","14","1","5","22","3","33","2","15","66","[]","17","[""IEKgaoQbIm2o0fXfv2Kx8g"",""3Vd_ATdvvuVVgn_YCpz8fw"",""klN7Yw_aVUBscqhlkpKkRA"",""AwotTxzd_M5ZevluUUVkwQ"",""zwhty_ZmxbHAHoDfMjNbag"",""rqv9mIc9pj9R_b0MIm_fzg"",""qQecSd0lynfB4g-LPa9JCw"",""PomQayG1WhMxeSl1zohAUA"",""sqJZt_Z144RWGk4bdKTpSw"",""kaJCbdYCy657hmpY6Eb82w"",""erJ1HQwavgZx4996SMIxrA"",""tEcUrOeTabyFkUxdGECAkQ"",""bzU8Cl6B9nqV1i5NReobvw"",""Sv48jgljDP-CRfXmU8uSgA"",""E_GAXhVA1_lVC2aFpMQElA"",""BemKKkZBBmu9GupEwKBj9g"",""CDvhiRiczAq0M5pktyiyog"",""Zr4N9sG31fybEa-l3a_46Q"",""rt3PC7WCgCKsoufmQJELfw"",""03iMNggjXP2tOkfih15ccA"",""pkq41Qh9yGOI_4pwdVmmDg"",""UYcmGbelzRa0Q6JqzLoguw"",""n86B7IkbU20AkxlFX_5aew"",""IzBQ-tzwG2GIPcb-Uo5gVg"",""T5KBc5QbwZ-Oj9ApE4vZJA"",""65qB0ibVi_6mMu87ioZR3w"",""0fG7akW_GqoA3iWMD8_wNg"",""qewG3X2O4X6JKskxyyqFwQ""]","95","Tiger","239","110","mySDXsBhY3u0yI-G2oVDkA","2008-02-23"
"3.55","103","11","103","127","5","8","52","6","53","6","40","437","[2007,2009,2011,2006,2010]","52","[""BxV2pTVmYCW15gSZAPMFKQ"",""pGrUOjoo2excjtBjQTp8Fw"",""TOdfQb2iiDgx0jswVGJS3Q"",""P1NI5QCqsFskRjucA3FNSg"",""fNSGyM1NJ91CTO_VfJ5asQ"",""dIIKEfOgo0KqUfGQvGikPg"",""W9MPolPlUiUEXYfGnYiHEQ"",""hpw7UrWf51aaWKbaGGJ2hA"",""Slrp10CaP2jhZonM90RK9A"",""FcVQPI-ulgIXJcl5580YeA"",""hddbff7JsR4Wb273XmE4NQ"",""0mKUbIUXOvH0cHcGQ1KGqg"",""Ms8RDCB1s_Rs9Mo29QBkwg"",""pQdIIsbV5dGOVz_kWfMRTw"",""RLlkdJ1ZGnNLEv1qATVQ7A"",""uluHjQdwAlwzeJgsKvh-MA"",""v-gCiEr8vr9JnMkkR5Uq_A"",""SCo1UBoeN3bhRMkSYuiX1A"",""zx6gq8IslnAwCyCUztXn1A"",""LM6pxbcfdyUS8M2jWoQk1g"",""hdP51SHHpIzOVywwxqs5fA"",""mL_m7liqM8bCVkEwx4h6RQ"",""pJ8CIQ0aUAIVWhcJAHnQCQ"",""-7DuFiNbBt_KdVdvrjIKeA"",""T8LqkYbwMPZmvXSsUfN8sQ"",""Vmsmf4i096q9feBgp4CuXA"",""QhCfs4lkeWdJx7_lZdfCSA"",""wyvcadOspEsOLjLwd6Awzg"",""Z128ihQea7BLPh2T9q9sKA"",""a06g_pO2zRmGQmFlfzTLNw"",""oaaEXgQ3x51cXE3GTXrT1Q"",""UVxY0iyPaqY7s4BSFtt-xA"",""koTE0f8F2P8dwfyn2AAGaA"",""-fQPzH-e-ubDIiLQhybEjQ"",""5uiCy0vSIknuDEHc7yHRkw"",""jwfOpCgeob0itikBIfPi2Q"",""XEHZoTDWjw3w-gcQyYIe4g"",""AIHzJz0AvTq0FxCLtBhOZA"",""PeLGa5vUR8_mcsn-fn42Jg"",""8lL-554wLEOxCrroFa4aeg"",""tJ1qdNdG0tZywbgH9uw9qw""]","261","Erin","543","501","rzq5nqG2NG13o3ISxJSrsQ","2006-01-23"
"4.21","74","0","74","40","2","4","29","7","111","2","31","142","[2013,2014,2016,2017]","25","[""jtM-lajwSwW65wJRaMuFxg"",""rCx7tb3toOJUsvdOeqYY0g"",""lT49-Xggq_VAB2E9dce0yA"",""Tx2vXXhnepDfdIcvn6kRkg"",""P35whJ9z0__HUjfSrRmIww"",""qrOXWSK-bpf24dLWnTx29Q"",""r52bugu98l77gdqTnIJ2oQ"",""ciS2XOo391iRUR2DUmSEWw"",""TwUqavuMpDWCw9iCva3KXA"",""3nDUQBjKyVor5wV0reJChg"",""qF1V8GyuLL5Fpv40Cyturw"",""8hbMyONy7kQEVosswobVtQ"",""0FMte0z-repSVWSJ_BaQTg"",""Rjd9Td7yYOqu0A1e2KDAyA"",""9zEKnW2djJ3eWUhgSI_p2Q"",""-8syaSLDbMXW2F2FApVgig"",""OBtXIuAuzzoq3TLLe5cqWg"",""GGTF7hnQi6D5W77_qiKlqg"",""1vMmzy_K5sdoK9P-mNFJXA"",""jrMxBHW3SlUGVGYWvPsHWA"",""oG9VFtr_ye8v2tDnS3NOYw"",""7YazTTuWmUOp2dEvSqLEuQ"",""MZ70U0pR16IiZEfxVmkyyA"",""4Ch_27GkNV5p7I7ewlX3DQ"",""JZsDEj8EnFppjzoAFKm-mQ"",""1AYTQ-XpQwvbbShaXorsQA"",""HUX1p0y71x_j-5VWz4tB0w"",""vwLV4TkRMoghs86tB1Ke8Q"",""ZbD30uJ2vojjTn-OBX1SGg"",""rYPjqZO89ABei1fsZBSUbA"",""MeDuKsZcnI3IU2g7OlV-hQ"",""tH0uKD-vNwMoEc3Xk3Cbdg"",""yZpzRSK00hFeLNnwOf8R1g"",""LTCxnnAQGaGZPHZx4KbvGA"",""L6nrDwHJDyV0KThjON-Kog"",""L15JCA18Ib_vMUVJILxiSw"",""q9jCDNZDRUYl2Pwlgxocig"",""B7MAJ5WzAlnrIJZTPqmVoA"",""pBhaCEcdbdDv76kMwm8Nng"",""eOIMO2wT_WbNqmavhnCRxw"",""dxzENIwnxH6wnc6zueYnVA""]","109","Alison","202","308","Se3XL5Opy0e2cHbxxjs2ZQ","2012-01-14"
"3.74","3","2","3","0","0","1","3","0","4","0","4","16","[]","5","[""jtM-lajwSwW65wJRaMuFxg"",""7uOxjRC9lVRc8SEjHDHHMw"",""Rw1QE99aazERB_z3S8D8nA"",""kcIzgzkrnbY2mX0kYd0p3g"",""ArlhyXiW-G77V4-UA-OJmA"",""B8KT17nfCwsiBSKavRW0sg"",""icl8trgFuiUJcHIhdllpnw"",""JdtmRgVLcS9A6h46K71AFQ"",""jClTjIP3oIuehjbW5I3saQ"",""qiYbRytx0wirAOP4usvF3A"",""Lf_5Ov1DgNN6x9QrM1axzA"",""DyGjPveXMndYLRcKllBc3w"",""Te7_l78PIzdfiu9ki3Jrbg"",""wnO99pBbGqwqOoTQM25iCw"",""c1kqYsH1kg1a57HZIkUDYg"",""e0lV0WyRCYbYs9k6chh8YA"",""w8cjI5onwF5vYUzulj72fg"",""jrsrOa7_X6n9TVf0SR7VQg"",""05K8ttAvNPBiikr1ag3B_A"",""neVW2oV-XfOYzMITjPZJNw"",""t7pPGfAFNJIgnoNU8exckQ"",""1ACswbuEkkuuJW9Ct5XfzQ"",""R14KhBBjZWBtWVOQk849bA"",""A3eAIFfkvfudRM9QeEaIJw"",""fzV-0gh2m5anmq7onUnUtQ"",""xTSUTV1LO9-B8yHOwlY-Nw"",""cTITrWiofCi5XZuw6Ej1Dw"",""7SUXr3dr1hnclTNoph-QjA"",""U6WTRuW_U4Wt91hTo3dGBg"",""u89sWXhUgWiXDTE2EE9rNQ"",""KFabiV9-pmH1uSvlSf95iQ"",""S8TEuqAW0v8X3Tpq5gMnVw"",""P2045rzZn1G164EqztZEzw"",""qewG3X2O4X6JKskxyyqFwQ"",""LGoYq9EufN34Es2r9i5mpg"",""Ph8b-bgt2pBgAEoZ9ikzxg"",""BdlRqAB2y09xmxvy3GQYFA"",""-pbmySBEzfAjIyF2JHquHQ"",""ZcFB7xOpJufgX9hHPFh9mQ"",""qvFBOXiXqlLhI0B80JOgXg""]","14","Michele","33","33","e9wfoS-pYUNrloa6VZBgNw","2010-10-20"
"3.64","44","1","44","29","0","4","32","7","45","4","20","14","[2016,2015,2012,2013,2014,2017]","39","[""nzsv-p1O8gCfP3XijfQrIw"",""uVDJlnPJNx07_jDqI4jgYA"",""-lGwMGHMC_XihFJNKCJNRg"",""nxWrhF_hyX0wwjrEkQX8uQ"",""zvQ7B3KZuFOX7pYLsOxhpA"",""WNZfkL4DBspueoGSUOMAqA"",""osQ4bMibJLmMPAtovvEkJw"",""-8Nu9nEluehNCYvgTAga4A"",""Bv3Zt8seTtqks7PoriKvSw"",""shTVQJhu-NftZfRTUxYxrg"",""qI3uzegMdq3q3WxAajECGw"",""Thc2zV-K-KLcvJn3fMPdqQ"",""_pXnwZEAzKmlqyuv3PY3Sw"",""uEvusDwoSymbJJ0auR3muQ"",""RUC_GmIRaW6CZC4YqeLXBA"",""o2Or6xqxeWaE46tdzK0UGg"",""beW2I8sRZr1CDC5szfjW8A"",""NP1TY4tk5FDo4X7pb07eDA"",""g66MLMmdq52dhv5_vu7EkQ"",""0SSbzu6NB7ybrnEQ2LSvqg"",""dG9CvmD2asx8-L6KtukeBA"",""IzJ36jX6V6ky5BtoN-Agng"",""2vB-TT0KRGuIYlpWOgIPHw"",""RbMta8rXN3nBaKbloDWeng"",""3wB-JjsUjkvdNUDRnChsVg"",""aKN3Fq2uaRJTwZRPlI5GcQ"",""aIJ-2R1q5G7oqzBSgK_Vvw"",""ytVf6Ar_QwqFiL08plIfOQ"",""dxzENIwnxH6wnc6zueYnVA"",""oazuTtSyKV6zrhbsgbdbUQ"",""CHnZEbp-FQ7ukdkL07gihg"",""i_DR3vdE73nVm2GlMbGpGA"",""dKKvpFh7QrplB3e0EEh8Rg"",""ucjiayTcI7l4HCAj2UJFTg"",""CnfgCTfRwC2SLMDg_lmdNw"",""VZDdJXseXVMRIeYiDmdZWA"",""_u52OPJhbiQF6cJikhSiHg"",""eH5cPO1SV9hTVktzenjYgw"",""cnnIe3mbtGqgVIsRMbLgTQ"",""tBCNi-YVvwXEdvxlm4ThBQ"",""JmZpgxfzVnmfyBKaPGD5wQ""]","10","April","944","31","4bI4Iy6UCt9pWgOtaewbIw","2011-09-23"
"4.05","3","0","3","4","0","0","3","0","3","0","5","8","[2013,2012]","1","[""A0j21z2Q1HGic7jW6e9h7A"",""yE0-Wnz1E_-Rv7xLfld4Yg"",""NgavU49JWmusG2BjfqNdaw"",""Y6UtK6F9qT4DrycH0M2X-A"",""HRpB-8tjYqjfjKlE0g_gPA"",""PpJJSdgrtE1r2J0E8CpyoQ"",""J6hurmbHzrqxFYL-56YPYA"",""GWvSFhTD9ZM0-08ZZiUOOg"",""PjoSwmHj3QL5U5lDtjM3KA"",""owzPNL0Uw7LnhL3sYTYm_g"",""By9mKCw6iO5Lh16CqVhjUA""]","23","Cassi","87","111","ua9rBEUjtwqAJ552XZEO-g","2012-03-03"
"4.17","1","0","1","0","0","1","2","0","3","0","0","17","[]","5","[""uERlyO-ASZag6XXouCrkhg"",""Hj2bC9FUrj2NbCn2noproQ"",""N3oNEwh0qgPqPP3Em6wJXw"",""ZngF2uBYrqyFjXd6LvuluQ"",""6k-PRKGXVySuAwxPoJyBdg"",""JOVr99ithUc51WRw5zSHGg"",""BjTabf62vN0c35MsUSINJA"",""jUZW1alRK8QvdZ-pH1OquQ"",""oUE-E24uKX9WluyW145ndg"",""vKbRbgAEYDCdl-xjPIWLfQ"",""vWP8-aQX0rYJszqkWVL7Ew"",""renPzRDqMZpMaHiCD_e1_A"",""t1F-0POyQ2PxKo236hEqyQ"",""8DEyKVyplnOcSKx39vatbg"",""K1ZCH_OpHd20b7-u7Ee2qw"",""JcNSd3dXmIMVHP2CUpvMHA"",""wXZS42D0L8hoCiSh2Krc_A"",""cglyQq_IWXEuAFKXYhNXgg""]","24","Jayme","91","51","2krGQJ6P0hm_s6NxA09IMw","2009-10-30"
"4.01","1","0","1","0","0","0","2","0","2","0","0","14","[]","0","[""XbjOp6DDR819-LuyiGuFZA"",""4zGUfXRDgbLktXsYf0sHjQ"",""yZpzRSK00hFeLNnwOf8R1g"",""rQrqrb5dFztAeFYwyqbygA"",""UaGKqcjVs-CORc6Tdw_62A"",""0o8HUzggoNKay9-ZMj3HqQ"",""u_wqt9RshdZsoj8ikLqoEQ"",""yWfbvo0LXhssOsH9FNJ8Jw"",""hZfzVrhsCQ9JDAb2jYoJNQ"",""SfY0jEFqBkrqq9bVi6P31Q"",""nmqX1cxPOYHwql5e4U9LuA"",""epkRB3J_oBEiyiwahvdmGg"",""z4RytucxI_XfcMFaEI2DRg"",""8BV5Hm4Nygujx3cdoP_EtA"",""qRYwodYPMMkl7QKnpmc39Q"",""ZcFB7xOpJufgX9hHPFh9mQ"",""ris3gt4N7Mlu1y9nMoGsLQ"",""wmyoMUiW6YU9Audm0lACDg"",""y3FcL4bLy0eLlkb0SDPnBQ"",""LNPyE5X1K5B_flcTCH9StQ"",""r_1rSYAPVPPeKT9wcpgHXQ"",""Azkt7v-m9iBLjMZtCMxorg"",""v1KY9k-a8Bfxz9szI1be_Q"",""PKEzKWv_FktMm2mGPjwd0Q""]","22","Laure","58","211","mvS2UIMT_UhnzrfcDDo6uA","2013-05-06"
